Time,ActiveClones,CumulativeDrivers,CumulativePassengers
81.4781,9,159,655
81.4783,9,159,655
81.4783,9,159,655
81.4817,8,159,655
81.4902,8,159,655
81.4904,8,159,655
81.493,8,159,655
81.4933,8,159,655
81.4945,8,159,655
81.4981,8,159,655
81.4988,8,159,655
81.5065,8,159,655
81.5106,8,159,655
81.5129,8,159,655
81.5136,8,159,655
81.5149,7,159,655
81.5161,7,159,655
81.5173,7,159,655
81.5187,7,159,655
81.5224,7,159,655
81.5235,6,159,655
81.5264,6,159,655
81.5317,6,159,655
81.5373,6,159,655
81.5424,6,159,655
81.5427,6,159,655
81.5436,6,159,655
81.5525,6,159,655
81.5537,6,159,655
81.5554,6,159,655
81.5582,6,159,655
81.5605,6,159,655
81.5693,6,159,655
81.5732,6,159,655
81.5802,6,159,655
81.5878,6,159,655
81.5884,6,159,655
81.5914,6,159,655
81.5914,6,159,655
81.5944,6,159,655
81.5971,6,159,655
81.6021,6,159,655
81.6061,6,159,655
81.6067,6,159,655
81.6087,6,159,655
81.6147,6,159,655
81.6223,6,159,655
81.6248,6,159,655
81.6275,6,159,655
81.6297,6,159,655
81.6307,6,159,655
81.6327,6,159,655
81.6353,6,159,655
81.6442,5,159,655
81.6442,5,159,655
81.6469,5,159,655
81.6479,5,159,655
81.6481,5,159,655
81.6502,5,159,655
81.6507,5,159,655
81.6546,5,159,655
81.6552,5,159,655
81.6554,5,159,655
81.6562,5,159,655
81.6571,5,159,655
81.6597,5,159,655
81.6599,5,159,655
81.6667,5,159,655
81.6675,5,159,655
81.6842,5,159,655
81.6848,5,159,655
81.688,5,159,655
81.6891,5,159,655
81.6908,5,159,655
81.6972,6,159,656
81.699,6,159,656
81.699,6,159,656
81.7004,6,159,656
81.7028,6,159,656
81.7088,6,159,656
81.7092,7,159,657
81.7136,7,159,657
81.7278,7,159,657
81.7278,7,159,657
81.728,6,159,657
81.7285,6,159,657
81.7395,6,159,657
81.7418,6,159,657
81.743,6,159,657
81.7468,6,159,657
81.7569,6,159,657
81.762,6,159,657
81.7709,5,159,657
81.7754,5,159,657
81.7817,5,159,657
81.7837,5,159,657
81.7862,5,159,657
81.7878,5,159,657
81.7904,5,159,657
81.7995,5,159,657
81.7998,5,159,657
81.7999,5,159,657
81.8024,5,159,657
81.8124,6,159,658
81.8146,6,159,658
81.8229,6,159,658
81.8235,7,159,659
81.8262,7,159,659
81.8273,7,159,659
81.8325,7,159,659
81.8328,7,159,659
81.833,7,159,659
81.8338,7,159,659
81.835,7,159,659
81.8396,7,159,659
81.8412,6,159,659
81.8439,6,159,659
81.8578,6,159,659
81.8664,6,159,659
81.8674,6,159,659
81.8715,6,159,659
81.874,6,159,659
81.876,6,159,659
81.8796,6,159,659
81.882,6,159,659
81.8832,6,159,659
81.8874,6,159,659
81.8875,6,159,659
81.8896,6,159,659
81.8902,6,159,659
81.8904,5,159,659
81.8966,5,159,659
81.9,5,159,659
81.9036,5,159,659
81.905,5,159,659
81.9064,5,159,659
81.9071,5,159,659
81.9114,5,159,659
81.9132,5,159,659
81.9149,5,159,659
81.9181,5,159,659
81.9184,5,159,659
81.9187,5,159,659
81.9188,5,159,659
81.922,5,159,659
81.9259,5,159,659
81.9295,5,159,659
81.9296,5,159,659
81.9302,5,159,659
81.9307,5,159,659
81.9344,6,160,659
81.9346,6,160,659
81.937,7,160,660
81.9482,7,160,660
81.9486,7,160,660
81.949,7,160,660
81.9502,6,160,660
81.9521,6,160,660
81.9598,5,160,660
81.9609,5,160,660
81.9619,5,160,660
81.9637,5,160,660
81.9683,5,160,660
81.9697,5,160,660
81.9725,5,160,660
81.9879,5,160,660
81.9912,5,160,660
81.9929,5,160,660
81.9933,5,160,660
81.9962,5,160,660
81.9988,5,160,660
82.0048,5,160,660
82.006,5,160,660
82.0084,5,160,660
82.0105,5,160,660
82.016,5,160,660
82.018,5,160,660
82.0209,5,160,660
82.023,5,160,660
82.0244,5,160,660
82.0246,5,160,660
82.0263,5,160,660
82.0304,5,160,660
82.0336,5,160,660
82.0384,4,160,660
82.0428,4,160,660
82.0433,4,160,660
82.046,4,160,660
82.0487,4,160,660
82.0502,4,160,660
82.0506,4,160,660
82.0507,4,160,660
82.051,4,160,660
82.0523,4,160,660
82.0621,4,160,660
82.0622,4,160,660
82.0628,4,160,660
82.0632,4,160,660
82.0659,4,160,660
82.0666,4,160,660
82.0761,4,160,660
82.0761,4,160,660
82.0762,4,160,660
82.0764,4,160,660
82.0775,4,160,660
82.0823,4,160,660
82.0833,4,160,660
82.0891,4,160,660
82.0918,4,160,660
82.0929,4,160,660
82.1016,4,160,660
82.1051,4,160,660
82.1052,4,160,660
82.1074,4,160,660
82.1077,4,160,660
82.1098,4,160,660
82.115,4,160,660
82.1188,4,160,660
82.1209,4,160,660
82.1265,4,160,660
82.1298,4,160,660
82.1298,4,160,660
82.1336,4,160,660
82.1371,4,160,660
82.138,4,160,660
82.1431,4,160,660
82.1434,4,160,660
82.1449,4,160,660
82.1499,4,160,660
82.1531,4,160,660
82.1538,4,160,660
82.1584,4,160,660
82.1599,4,160,660
82.1614,4,160,660
82.1693,5,161,660
82.1751,5,161,660
82.1791,5,161,660
82.1853,6,161,661
82.1934,6,161,661
82.2133,6,161,661
82.2153,6,161,661
82.2189,6,161,661
82.2244,6,161,661
82.2245,6,161,661
82.2247,6,161,661
82.2295,6,161,661
82.2468,6,161,661
82.2513,6,161,661
82.2525,6,161,661
82.2527,6,161,661
82.254,6,161,661
82.2561,6,161,661
82.2602,5,161,661
82.261,5,161,661
82.265,5,161,661
82.2678,5,161,661
82.2693,5,161,661
82.2697,5,161,661
82.2815,5,161,661
82.2836,5,161,661
82.2849,5,161,661
82.2872,5,161,661
82.2917,5,161,661
82.2945,5,161,661
82.2984,5,161,661
82.3017,5,161,661
82.3022,5,161,661
82.3046,5,161,661
82.3074,5,161,661
82.3102,5,161,661
82.3107,5,161,661
82.3126,6,162,661
82.3238,6,162,661
82.3302,6,162,661
82.3307,6,162,661
82.3322,5,162,661
82.3333,6,162,662
82.3341,7,162,663
82.3352,7,162,663
82.339,7,162,663
82.341,7,162,663
82.3427,7,162,663
82.3492,7,162,663
82.3509,7,162,663
82.3555,7,162,663
82.3563,7,162,663
82.3573,7,162,663
82.3582,7,162,663
82.359,7,162,663
82.3592,7,162,663
82.3677,7,162,663
82.3744,7,162,663
82.3776,7,162,663
82.3783,7,162,663
82.3871,7,162,663
82.3898,7,162,663
82.394,7,162,663
82.3963,7,162,663
82.4002,7,162,663
82.4103,6,162,663
82.412,6,162,663
82.4125,6,162,663
82.4169,6,162,663
82.4181,6,162,663
82.4185,6,162,663
82.4192,6,162,663
82.4245,6,162,663
82.4274,6,162,663
82.4284,6,162,663
82.4343,6,162,663
82.4403,6,162,663
82.4472,6,162,663
82.449,5,162,663
82.4493,5,162,663
82.4506,5,162,663
82.4544,5,162,663
82.4546,5,162,663
82.4555,5,162,663
82.4601,5,162,663
82.4615,5,162,663
82.4619,5,162,663
82.4625,5,162,663
82.4631,5,162,663
82.4652,5,162,663
82.4684,5,162,663
82.4759,5,162,663
82.4779,5,162,663
82.4803,5,162,663
82.486,5,162,663
82.4867,5,162,663
82.4883,5,162,663
82.4914,5,162,663
82.493,5,162,663
82.4957,5,162,663
82.5037,5,162,663
82.5056,5,162,663
82.5097,5,162,663
82.5098,5,162,663
82.5177,6,163,663
82.5217,6,163,663
82.5274,6,163,663
82.5328,6,163,663
82.5342,6,163,663
82.5538,6,163,663
82.5622,6,163,663
82.5638,6,163,663
82.5768,6,163,663
82.5798,6,163,663
82.5822,6,163,663
82.5826,6,163,663
82.5837,6,163,663
82.588,6,163,663
82.5912,6,163,663
82.5913,6,163,663
82.5985,6,163,663
82.605,6,163,663
82.6091,5,163,663
82.6098,5,163,663
82.6122,5,163,663
82.6135,5,163,663
82.6155,5,163,663
82.6212,5,163,663
82.6296,5,163,663
82.6322,5,163,663
82.6405,5,163,663
82.6464,5,163,663
82.6474,5,163,663
82.6533,5,163,663
82.6565,5,163,663
82.6568,5,163,663
82.6571,5,163,663
82.6643,5,163,663
82.6647,4,163,663
82.6659,4,163,663
82.6689,4,163,663
82.6771,4,163,663
82.6801,4,163,663
82.6846,4,163,663
82.6926,4,163,663
82.6929,4,163,663
82.7088,4,163,663
82.7116,4,163,663
82.713,4,163,663
82.7139,4,163,663
82.7186,4,163,663
82.7198,4,163,663
82.7249,4,163,663
82.7265,4,163,663
82.7385,4,163,663
82.7394,4,163,663
82.7409,4,163,663
82.7416,4,163,663
82.744,4,163,663
82.7537,4,163,663
82.7584,4,163,663
82.7585,4,163,663
82.7609,4,163,663
82.766,4,163,663
82.7701,4,163,663
82.7708,4,163,663
82.7722,4,163,663
82.775,4,163,663
82.7768,4,163,663
82.7811,4,163,663
82.7943,4,163,663
82.7944,4,163,663
82.7963,4,163,663
82.7967,4,163,663
82.8016,4,163,663
82.8126,4,163,663
82.814,4,163,663
82.8181,4,163,663
82.8198,4,163,663
82.8244,4,163,663
82.8252,4,163,663
82.8286,4,163,663
82.8309,4,163,663
82.8348,4,163,663
82.8352,4,163,663
82.8419,4,163,663
82.843,4,163,663
82.8473,4,163,663
82.8491,4,163,663
82.8501,4,163,663
82.8551,4,163,663
82.8596,4,163,663
82.8615,4,163,663
82.8664,4,163,663
82.8691,4,163,663
82.8699,4,163,663
82.8739,4,163,663
82.8762,4,163,663
82.8769,4,163,663
82.88,4,163,663
82.8808,4,163,663
82.8815,4,163,663
82.8824,4,163,663
82.8833,4,163,663
82.8849,4,163,663
82.8919,4,163,663
82.892,4,163,663
82.8947,4,163,663
82.8954,4,163,663
82.8955,4,163,663
82.8975,4,163,663
82.9001,4,163,663
82.9003,4,163,663
82.9009,4,163,663
82.9038,4,163,663
82.9038,4,163,663
82.9047,4,163,663
82.9056,4,163,663
82.9066,4,163,663
82.9117,4,163,663
82.9141,4,163,663
82.9158,4,163,663
82.9161,4,163,663
82.9178,4,163,663
82.929,4,163,663
82.9318,4,163,663
82.9373,4,163,663
82.9383,4,163,663
82.9402,4,163,663
82.9425,4,163,663
82.9555,4,163,663
82.9593,4,163,663
82.9599,4,163,663
82.96,4,163,663
82.961,4,163,663
82.9645,4,163,663
82.9679,4,163,663
82.968,4,163,663
82.9834,4,163,663
82.9871,4,163,663
82.9874,4,163,663
82.9875,4,163,663
82.9892,4,163,663
82.9894,4,163,663
82.9897,4,163,663
82.9918,4,163,663
82.9922,4,163,663
82.9932,4,163,663
82.9946,4,163,663
82.9984,4,163,663
82.9991,4,163,663
83.0039,4,163,663
83.0053,4,163,663
83.0066,4,163,663
83.0067,4,163,663
83.0075,4,163,663
83.0077,4,163,663
83.0104,3,163,663
83.0119,4,163,664
83.0144,4,163,664
83.0178,4,163,664
83.0179,4,163,664
83.0198,4,163,664
83.0199,4,163,664
83.0203,4,163,664
83.0206,4,163,664
83.0217,3,163,664
83.0225,3,163,664
83.0262,3,163,664
83.0269,3,163,664
83.0319,3,163,664
83.038,4,163,665
83.0387,4,163,665
83.0388,4,163,665
83.0427,4,163,665
83.0504,4,163,665
83.0505,5,163,666
83.0561,5,163,666
83.0697,5,163,666
83.0774,5,163,666
83.0829,5,163,666
83.0848,5,163,666
83.087,5,163,666
83.0987,5,163,666
83.1,5,163,666
83.1007,5,163,666
83.1011,5,163,666
83.1014,5,163,666
83.1018,5,163,666
83.1049,5,163,666
83.1071,5,163,666
83.1081,5,163,666
83.1082,5,163,666
83.1092,5,163,666
83.1127,5,163,666
83.1135,5,163,666
83.1147,5,163,666
83.1188,5,163,666
83.1206,5,163,666
83.1241,5,163,666
83.1241,5,163,666
83.1256,5,163,666
83.1348,5,163,666
83.1415,5,163,666
83.1422,5,163,666
83.1472,5,163,666
83.1513,5,163,666
83.1598,5,163,666
83.1613,5,163,666
83.1614,5,163,666
83.1629,5,163,666
83.1648,5,163,666
83.1651,5,163,666
83.1652,5,163,666
83.1674,5,163,666
83.1708,5,163,666
83.1743,5,163,666
83.1769,5,163,666
83.1783,5,163,666
83.179,5,163,666
83.184,5,163,666
83.1846,5,163,666
83.1883,5,163,666
83.1892,5,163,666
83.1908,5,163,666
83.1923,5,163,666
83.2011,5,163,666
83.2061,5,163,666
83.2088,5,163,666
83.2099,6,163,667
83.2102,6,163,667
83.2215,6,163,667
83.2215,6,163,667
83.222,6,163,667
83.2264,6,163,667
83.2379,6,163,667
83.2468,6,163,667
83.2474,6,163,667
83.2474,6,163,667
83.2519,6,163,667
83.2583,6,163,667
83.26,5,163,667
83.2629,5,163,667
83.2633,5,163,667
83.2684,5,163,667
83.2698,4,163,667
83.2706,4,163,667
83.271,4,163,667
83.2727,4,163,667
83.2731,4,163,667
83.2775,4,163,667
83.28,4,163,667
83.2836,4,163,667
83.2851,4,163,667
83.2875,4,163,667
83.2893,4,163,667
83.2894,4,163,667
83.2931,4,163,667
83.2936,4,163,667
83.3029,4,163,667
83.3118,4,163,667
83.3149,5,163,668
83.3181,5,163,668
83.3241,5,163,668
83.3276,5,163,668
83.3346,5,163,668
83.3403,4,163,668
83.3407,4,163,668
83.3411,4,163,668
83.346,4,163,668
83.3466,4,163,668
83.3479,4,163,668
83.3504,4,163,668
83.3551,4,163,668
83.3727,4,163,668
83.3773,4,163,668
83.3865,4,163,668
83.3954,4,163,668
83.3954,4,163,668
83.4015,4,163,668
83.404,4,163,668
83.4063,4,163,668
83.409,4,163,668
83.4095,4,163,668
83.4098,4,163,668
83.4103,4,163,668
83.4106,4,163,668
83.4125,4,163,668
83.4127,4,163,668
83.4167,4,163,668
83.4187,4,163,668
83.4193,4,163,668
83.4196,4,163,668
83.4272,4,163,668
83.4297,4,163,668
83.4392,4,163,668
83.4426,4,163,668
83.4448,4,163,668
83.4606,4,163,668
83.4612,5,163,669
83.463,5,163,669
83.4647,5,163,669
83.4707,5,163,669
83.4775,5,163,669
83.4778,5,163,669
83.4795,5,163,669
83.4892,5,163,669
83.4905,5,163,669
83.492,5,163,669
83.4947,5,163,669
83.496,5,163,669
83.5009,5,163,669
83.5032,5,163,669
83.5065,5,163,669
83.5077,5,163,669
83.5109,6,163,670
83.5252,6,163,670
83.5257,6,163,670
83.5267,5,163,670
83.5282,6,163,671
83.5401,6,163,671
83.5413,6,163,671
83.542,6,163,671
83.5441,5,163,671
83.546,5,163,671
83.5486,5,163,671
83.5496,5,163,671
83.5519,5,163,671
83.5527,5,163,671
83.5598,5,163,671
83.5626,5,163,671
83.57,5,163,671
83.5703,5,163,671
83.5789,5,163,671
83.5907,5,163,671
83.5913,5,163,671
83.5937,5,163,671
83.5965,5,163,671
83.5981,5,163,671
83.5993,5,163,671
83.6007,5,163,671
83.6011,5,163,671
83.6015,5,163,671
83.6017,5,163,671
83.6028,5,163,671
83.6028,5,163,671
83.6062,5,163,671
83.6092,6,163,672
83.6144,6,163,672
83.6183,6,163,672
83.6246,6,163,672
83.6257,6,163,672
83.6445,6,163,672
83.6453,6,163,672
83.6462,6,163,672
83.6482,6,163,672
83.6492,6,163,672
83.6548,6,163,672
83.6583,6,163,672
83.6592,6,163,672
83.6618,7,164,672
83.6655,7,164,672
83.6695,7,164,672
83.6876,7,164,672
83.6901,7,164,672
83.6911,7,164,672
83.692,7,164,672
83.6936,7,164,672
83.6972,7,164,672
83.7021,7,164,672
83.7064,6,164,672
83.7079,6,164,672
83.7085,6,164,672
83.7093,6,164,672
83.7115,6,164,672
83.7134,6,164,672
83.7158,6,164,672
83.7191,6,164,672
83.723,6,164,672
83.7291,6,164,672
83.7352,6,164,672
83.7392,6,164,672
83.7446,6,164,672
83.7468,6,164,672
83.7534,6,164,672
83.7539,6,164,672
83.7632,6,164,672
83.7681,6,164,672
83.7722,6,164,672
83.7739,6,164,672
83.7768,6,164,672
83.7777,6,164,672
83.7808,6,164,672
83.7812,6,164,672
83.7934,6,164,672
83.801,6,164,672
83.8013,6,164,672
83.8041,6,164,672
83.8055,6,164,672
83.8116,6,164,672
83.8138,6,164,672
83.8191,5,164,672
83.82,6,164,673
83.8243,6,164,673
83.8245,6,164,673
83.8257,6,164,673
83.8302,6,164,673
83.8328,6,164,673
83.8366,6,164,673
83.8374,6,164,673
83.838,6,164,673
83.8417,6,164,673
83.8427,6,164,673
83.8503,6,164,673
83.8506,6,164,673
83.8615,6,164,673
83.8766,6,164,673
83.8797,6,164,673
83.88,6,164,673
83.8813,6,164,673
83.8853,6,164,673
83.8854,6,164,673
83.8889,6,164,673
83.892,6,164,673
83.8934,6,164,673
83.8945,5,164,673
83.8959,5,164,673
83.8964,5,164,673
83.8979,5,164,673
83.8985,5,164,673
83.8985,5,164,673
83.8989,5,164,673
83.9004,5,164,673
83.9034,5,164,673
83.909,5,164,673
83.9091,5,164,673
83.9102,5,164,673
83.9131,5,164,673
83.9151,5,164,673
83.9205,5,164,673
83.9255,5,164,673
83.9268,5,164,673
83.928,5,164,673
83.9342,5,164,673
83.9378,5,164,673
83.9386,5,164,673
83.9431,5,164,673
83.9438,5,164,673
83.9462,5,164,673
83.9486,5,164,673
83.9526,5,164,673
83.9566,5,164,673
83.9579,5,164,673
83.9579,5,164,673
83.9585,5,164,673
83.9623,5,164,673
83.9624,5,164,673
83.9754,5,164,673
83.9782,5,164,673
83.9825,5,164,673
83.9958,5,164,673
83.999,5,164,673
84.0028,5,164,673
84.0131,5,164,673
84.0153,5,164,673
84.0175,5,164,673
84.0199,5,164,673
84.0217,5,164,673
84.0217,5,164,673
84.0227,5,164,673
84.0233,5,164,673
84.0293,5,164,673
84.0296,5,164,673
84.033,5,164,673
84.0406,6,164,674
84.0495,6,164,674
84.0514,6,164,674
84.054,6,164,674
84.0559,6,164,674
84.0587,6,164,674
84.0605,6,164,674
84.0634,5,164,674
84.07,5,164,674
84.0701,5,164,674
84.0753,5,164,674
84.0791,5,164,674
84.0836,5,164,674
84.0862,5,164,674
84.0881,5,164,674
84.092,5,164,674
84.0982,5,164,674
84.1043,5,164,674
84.1073,5,164,674
84.1084,5,164,674
84.1206,6,164,675
84.1215,6,164,675
84.123,6,164,675
84.1252,6,164,675
84.1255,6,164,675
84.1274,6,164,675
84.1308,6,164,675
84.132,6,164,675
84.1426,6,164,675
84.1429,6,164,675
84.1439,6,164,675
84.1478,5,164,675
84.1508,5,164,675
84.153,5,164,675
84.1558,5,164,675
84.1642,5,164,675
84.1676,5,164,675
84.1706,5,164,675
84.1807,5,164,675
84.1871,5,164,675
84.1955,4,164,675
84.1969,4,164,675
84.1991,4,164,675
84.1997,4,164,675
84.2029,4,164,675
84.2052,4,164,675
84.2054,4,164,675
84.2085,4,164,675
84.2087,4,164,675
84.21,4,164,675
84.2104,4,164,675
84.2142,4,164,675
84.2151,4,164,675
84.2194,4,164,675
84.23,4,164,675
84.2304,4,164,675
84.2374,4,164,675
84.2464,4,164,675
84.2523,4,164,675
84.2532,5,164,676
84.2564,5,164,676
84.2575,5,164,676
84.2621,6,164,677
84.2638,6,164,677
84.2666,6,164,677
84.2687,6,164,677
84.2701,6,164,677
84.2728,6,164,677
84.2766,6,164,677
84.2885,6,164,677
84.2885,6,164,677
84.2906,6,164,677
84.2956,6,164,677
84.2959,6,164,677
84.2996,6,164,677
84.3071,6,164,677
84.3071,6,164,677
84.3089,6,164,677
84.309,7,164,678
84.3115,7,164,678
84.3156,7,164,678
84.3161,7,164,678
84.3168,7,164,678
84.3212,7,164,678
84.3235,7,164,678
84.3239,7,164,678
84.3277,7,164,678
84.3306,7,164,678
84.3325,7,164,678
84.345,7,164,678
84.3454,7,164,678
84.3481,7,164,678
84.3611,7,164,678
84.3615,7,164,678
84.3631,7,164,678
84.3631,7,164,678
84.3633,7,164,678
84.3644,7,164,678
84.3708,7,164,678
84.3713,7,164,678
84.3724,7,164,678
84.3724,6,164,678
84.3765,6,164,678
84.3787,6,164,678
84.3791,6,164,678
84.3805,6,164,678
84.3807,6,164,678
84.3893,7,164,679
84.3896,7,164,679
84.3915,7,164,679
84.3963,6,164,679
84.3968,6,164,679
84.4031,6,164,679
84.4049,6,164,679
84.406,6,164,679
84.4077,6,164,679
84.4109,6,164,679
84.4123,6,164,679
84.4129,6,164,679
84.4157,6,164,679
84.4206,6,164,679
84.4252,6,164,679
84.4257,6,164,679
84.4258,6,164,679
84.4287,6,164,679
84.4312,6,164,679
84.4376,6,164,679
84.4418,6,164,679
84.4442,6,164,679
84.4506,6,164,679
84.4516,6,164,679
84.4519,6,164,679
84.4529,6,164,679
84.4535,6,164,679
84.4545,6,164,679
84.4546,6,164,679
84.455,6,164,679
84.4625,6,164,679
84.4627,6,164,679
84.4638,6,164,679
84.4713,6,164,679
84.4771,6,164,679
84.4886,6,164,679
84.4905,6,164,679
84.4926,7,164,680
84.4935,7,164,680
84.4975,7,164,680
84.4983,7,164,680
84.4984,7,164,680
84.5003,7,164,680
84.5008,7,164,680
84.5023,7,164,680
84.5057,7,164,680
84.507,7,164,680
84.5141,7,164,680
84.5172,7,164,680
84.5185,7,164,680
84.5196,7,164,680
84.5213,7,164,680
84.5237,7,164,680
84.5307,7,164,680
84.5318,7,164,680
84.5342,7,164,680
84.539,7,164,680
84.5425,7,164,680
84.5437,7,164,680
84.5465,7,164,680
84.5531,7,164,680
84.5582,7,164,680
84.5618,7,164,680
84.5689,7,164,680
84.569,7,164,680
84.5696,7,164,680
84.572,7,164,680
84.5738,7,164,680
84.5738,7,164,680
84.5745,7,164,680
84.5821,8,164,681
84.5823,8,164,681
84.5889,8,164,681
84.5906,8,164,681
84.5931,8,164,681
84.5974,8,164,681
84.5996,8,164,681
84.6013,8,164,681
84.604,8,164,681
84.609,9,164,682
84.6136,9,164,682
84.6156,9,164,682
84.6236,9,164,682
84.6251,9,164,682
84.6267,9,164,682
84.6349,9,164,682
84.6355,9,164,682
84.6412,9,164,682
84.645,9,164,682
84.6456,8,164,682
84.6512,8,164,682
84.654,7,164,682
84.6599,7,164,682
84.6601,8,164,683
84.6606,7,164,683
84.661,7,164,683
84.6627,7,164,683
84.6657,7,164,683
84.6686,7,164,683
84.6698,7,164,683
84.6803,7,164,683
84.6824,7,164,683
84.6842,7,164,683
84.6886,7,164,683
84.6952,7,164,683
84.6988,7,164,683
84.7025,7,164,683
84.7052,7,164,683
84.7119,8,164,684
84.7119,8,164,684
84.7128,8,164,684
84.7168,8,164,684
84.7186,8,164,684
84.7288,8,164,684
84.7309,8,164,684
84.7326,9,164,685
84.7375,10,164,686
84.7393,10,164,686
84.7397,10,164,686
84.7421,10,164,686
84.744,10,164,686
84.7463,10,164,686
84.7466,10,164,686
84.7543,9,164,686
84.7559,8,164,686
84.7583,8,164,686
84.76,8,164,686
84.7677,8,164,686
84.7679,8,164,686
84.7686,8,164,686
84.7722,8,164,686
84.7762,8,164,686
84.7819,8,164,686
84.7865,7,164,686
84.7948,7,164,686
84.7963,7,164,686
84.7986,7,164,686
84.8001,7,164,686
84.8053,7,164,686
84.8054,7,164,686
84.8068,7,164,686
84.8099,7,164,686
84.8112,7,164,686
84.8144,7,164,686
84.8164,7,164,686
84.8221,7,164,686
84.8258,7,164,686
84.8278,7,164,686
84.8292,7,164,686
84.835,7,164,686
84.837,7,164,686
84.8371,7,164,686
84.8372,7,164,686
84.8373,7,164,686
84.8408,8,164,687
84.8415,8,164,687
84.8441,8,164,687
84.8449,8,164,687
84.8525,8,164,687
84.8545,8,164,687
84.8556,8,164,687
84.8588,8,164,687
84.8659,8,164,687
84.8666,8,164,687
84.8706,8,164,687
84.8741,8,164,687
84.876,8,164,687
84.8788,8,164,687
84.8823,8,164,687
84.8855,8,164,687
84.8894,8,164,687
84.8921,8,164,687
84.8932,7,164,687
84.8986,7,164,687
84.9012,7,164,687
84.902,7,164,687
84.9197,7,164,687
84.9215,7,164,687
84.9248,7,164,687
84.9427,7,164,687
84.9444,7,164,687
84.9528,7,164,687
84.9534,7,164,687
84.9537,7,164,687
84.9539,7,164,687
84.9558,7,164,687
84.9623,6,164,687
84.9625,6,164,687
84.964,6,164,687
84.9666,6,164,687
84.9748,6,164,687
84.9748,6,164,687
84.9765,6,164,687
84.9782,6,164,687
84.9836,6,164,687
84.9875,6,164,687
85.0007,6,164,687
85.0007,6,164,687
85.0121,6,164,687
85.0127,6,164,687
85.016,6,164,687
85.016,6,164,687
85.0195,6,164,687
85.0212,6,164,687
85.0238,6,164,687
85.0328,6,164,687
85.0334,6,164,687
85.0342,6,164,687
85.0372,6,164,687
85.0433,6,164,687
85.0485,6,164,687
85.0512,6,164,687
85.0586,6,164,687
85.061,6,164,687
85.0616,6,164,687
85.062,6,164,687
85.062,6,164,687
85.0623,6,164,687
85.0634,6,164,687
85.0636,6,164,687
85.064,6,164,687
85.0663,6,164,687
85.0715,6,164,687
85.072,6,164,687
85.0745,6,164,687
85.0762,6,164,687
85.0764,6,164,687
85.0808,6,164,687
85.0847,6,164,687
85.086,6,164,687
85.0861,6,164,687
85.0866,6,164,687
85.0914,6,164,687
85.0917,7,165,687
85.0918,7,165,687
85.0953,7,165,687
85.1119,7,165,687
85.1132,7,165,687
85.1141,7,165,687
85.1153,7,165,687
85.1163,7,165,687
85.1232,7,165,687
85.1258,7,165,687
85.1287,6,165,687
85.135,6,165,687
85.1372,6,165,687
85.1381,6,165,687
85.1402,6,165,687
85.1405,6,165,687
85.1431,6,165,687
85.1483,6,165,687
85.1553,6,165,687
85.1567,6,165,687
85.1568,6,165,687
85.1591,6,165,687
85.1731,6,165,687
85.1748,6,165,687
85.1753,6,165,687
85.177,6,165,687
85.1796,7,165,688
85.181,7,165,688
85.1814,7,165,688
85.1874,7,165,688
85.1909,7,165,688
85.1923,7,165,688
85.195,7,165,688
85.1991,7,165,688
85.2006,7,165,688
85.2009,6,165,688
85.2057,6,165,688
85.2076,6,165,688
85.2077,6,165,688
85.2135,6,165,688
85.2136,6,165,688
85.2299,6,165,688
85.2318,6,165,688
85.2374,6,165,688
85.2435,6,165,688
85.244,6,165,688
85.2477,7,165,689
85.2508,7,165,689
85.2512,7,165,689
85.2522,7,165,689
85.2547,7,165,689
85.2552,7,165,689
85.2555,7,165,689
85.2564,7,165,689
85.2596,6,165,689
85.2604,6,165,689
85.2642,6,165,689
85.2653,6,165,689
85.2675,6,165,689
85.2706,6,165,689
85.2712,6,165,689
85.2779,6,165,689
85.2857,6,165,689
85.2859,5,165,689
85.2913,5,165,689
85.2993,5,165,689
85.2994,5,165,689
85.3001,5,165,689
85.3045,5,165,689
85.3124,5,165,689
85.3126,5,165,689
85.3126,5,165,689
85.3132,5,165,689
85.3147,5,165,689
85.3149,6,165,690
85.3191,6,165,690
85.3214,6,165,690
85.3235,6,165,690
85.3263,5,165,690
85.3267,5,165,690
85.3267,5,165,690
85.3289,5,165,690
85.3292,5,165,690
85.3314,5,165,690
85.3321,5,165,690
85.3363,5,165,690
85.3398,5,165,690
85.3399,5,165,690
85.3407,5,165,690
85.3428,5,165,690
85.3482,5,165,690
85.3498,5,165,690
85.3515,5,165,690
85.3537,5,165,690
85.3582,5,165,690
85.3596,5,165,690
85.3599,5,165,690
85.3686,5,165,690
85.3701,5,165,690
85.3748,5,165,690
85.3782,5,165,690
85.3818,5,165,690
85.3836,5,165,690
85.384,5,165,690
85.3953,5,165,690
85.3998,5,165,690
85.4007,5,165,690
85.4045,5,165,690
85.4057,5,165,690
85.4122,5,165,690
85.4183,5,165,690
85.4231,5,165,690
85.4267,5,165,690
85.4282,5,165,690
85.4289,5,165,690
85.4303,5,165,690
85.4327,5,165,690
85.4367,5,165,690
85.4374,5,165,690
85.4379,5,165,690
85.4385,5,165,690
85.4415,5,165,690
85.4472,5,165,690
85.451,5,165,690
85.4549,5,165,690
85.4566,5,165,690
85.4577,5,165,690
85.4594,5,165,690
85.4645,5,165,690
85.4671,5,165,690
85.4716,5,165,690
85.4744,5,165,690
85.4772,5,165,690
