Time,ActiveClones,CumulativeDrivers,CumulativePassengers
48.6216,8,87,397
48.6489,8,87,397
48.6576,8,87,397
48.6853,8,87,397
48.686,8,87,397
48.6935,8,87,397
48.699,8,87,397
48.7076,7,87,397
48.7297,7,87,397
48.733,7,87,397
48.7337,7,87,397
48.7376,7,87,397
48.743,7,87,397
48.7575,8,87,398
48.7837,9,87,399
48.7944,9,87,399
48.8089,9,87,399
48.8276,9,87,399
48.829,8,87,399
48.8361,8,87,399
48.8367,8,87,399
48.8439,9,87,400
48.8459,8,87,400
48.8527,8,87,400
48.8566,9,87,401
48.8846,9,87,401
48.8937,9,87,401
48.895,9,87,401
48.9197,9,87,401
48.9392,9,87,401
48.95,9,87,401
48.9536,9,87,401
48.9714,9,87,401
48.977,9,87,401
48.9817,9,87,401
48.9859,9,87,401
49.0082,9,87,401
49.0131,9,87,401
49.0334,10,87,402
49.036,10,87,402
49.0628,9,87,402
49.0807,9,87,402
49.0809,9,87,402
49.0811,9,87,402
49.0874,9,87,402
49.0951,9,87,402
49.0952,9,87,402
49.0996,9,87,402
49.1098,9,87,402
49.1202,9,87,402
49.1411,9,87,402
49.1662,9,87,402
49.1714,9,87,402
49.1743,9,87,402
49.1871,9,87,402
49.1912,9,87,402
49.2025,8,87,402
49.2045,8,87,402
49.2076,8,87,402
49.2185,8,87,402
49.2248,8,87,402
49.2266,8,87,402
49.2438,8,87,402
49.2525,8,87,402
49.2587,8,87,402
49.2649,8,87,402
49.2696,8,87,402
49.2832,8,87,402
49.2952,8,87,402
49.2999,8,87,402
49.3013,8,87,402
49.3056,9,87,403
49.3229,9,87,403
49.3416,9,87,403
49.3433,8,87,403
49.3461,9,87,404
49.3535,9,87,404
49.3731,9,87,404
49.3871,9,87,404
49.413,9,87,404
49.4137,8,87,404
49.4239,8,87,404
49.4248,8,87,404
49.4303,8,87,404
49.4372,8,87,404
49.4549,9,87,405
49.473,9,87,405
49.4758,9,87,405
49.4776,9,87,405
49.4799,8,87,405
49.4896,8,87,405
49.5039,8,87,405
49.5092,8,87,405
49.5255,8,87,405
49.5458,8,87,405
49.5475,9,87,406
49.5505,9,87,406
49.5555,9,87,406
49.5572,8,87,406
49.5661,8,87,406
49.5717,8,87,406
49.5748,8,87,406
49.5852,8,87,406
49.6106,8,87,406
49.6208,9,87,407
49.6365,9,87,407
49.6373,9,87,407
49.6598,9,87,407
49.6616,9,87,408
49.6753,9,87,408
49.6785,9,87,408
49.6813,8,87,408
49.69,8,87,408
49.7164,8,87,408
49.7342,8,87,408
49.7353,7,87,408
49.7366,7,87,408
49.7407,7,87,408
49.7448,7,87,408
49.7614,8,87,409
49.7741,8,87,409
49.7872,8,87,409
49.7882,8,87,409
49.7999,8,87,409
49.8006,8,87,409
49.8071,8,87,409
49.8074,8,87,409
49.8184,8,87,409
49.837,8,87,409
49.8466,8,87,409
49.8522,8,87,409
49.8581,8,87,409
49.8945,8,87,409
49.8965,8,87,409
49.9123,8,87,409
49.9146,9,87,410
49.9357,10,87,411
49.9379,10,87,411
49.9428,10,87,411
49.9516,10,87,411
49.9533,10,87,411
49.9566,10,87,411
49.9663,9,87,411
49.9693,9,87,411
49.9705,9,87,411
49.9713,9,87,411
49.9736,9,87,411
49.9797,9,87,411
49.9831,9,87,411
49.9924,9,87,411
49.9933,9,87,411
49.9962,9,87,411
50.0089,9,87,411
50.0333,9,87,411
50.0451,8,87,411
50.0603,9,87,412
50.0841,9,87,412
50.0842,9,87,412
50.0961,9,87,412
50.1173,9,87,412
50.1214,9,87,412
50.1218,9,87,412
50.1337,8,87,412
50.1392,8,87,412
50.148,8,87,412
50.1607,8,87,412
50.1741,8,87,412
50.1951,8,87,412
50.2066,8,87,412
50.2124,8,87,412
50.2178,8,87,412
50.2218,8,87,412
50.2321,8,87,412
50.2356,8,87,412
50.2385,8,87,412
50.2411,8,87,412
50.2413,8,87,412
50.2468,8,87,412
50.2491,9,88,412
50.2564,10,89,412
50.2737,10,89,412
50.2754,10,89,412
50.2774,10,89,412
50.2777,10,89,412
50.2791,10,89,412
50.2824,10,89,412
50.2835,10,89,412
50.2888,10,89,412
50.2896,9,89,412
50.2969,9,89,412
50.3059,9,89,412
50.3062,9,89,412
50.3306,9,89,412
50.3394,9,89,412
50.3641,9,89,412
50.3672,9,89,412
50.3896,9,89,412
50.4383,9,89,412
50.4408,9,89,412
50.45,8,89,412
50.4561,8,89,412
50.4566,8,89,412
50.4785,8,89,412
50.4785,7,89,412
50.4852,7,89,412
50.4914,7,89,412
50.5008,8,89,413
50.5206,8,89,413
50.5265,8,89,413
50.5502,9,89,414
50.5636,9,89,414
50.5672,8,89,414
50.5692,8,89,414
50.5746,8,89,414
50.5928,7,89,414
50.607,8,89,415
50.6105,7,89,415
50.6107,7,89,415
50.6149,7,89,415
50.6236,7,89,415
50.6397,7,89,415
50.6463,7,89,415
50.6606,7,89,415
50.6721,7,89,415
50.6885,7,89,415
50.6887,7,89,415
50.6889,7,89,415
50.6898,7,89,415
50.7047,7,89,415
50.7075,7,89,415
50.7253,7,89,415
50.7324,7,89,415
50.7418,7,89,415
50.7446,7,89,415
50.7494,7,89,415
50.7517,7,89,415
50.7657,8,89,416
50.7666,8,89,416
50.7901,8,89,416
50.8219,8,89,416
50.8232,7,89,416
50.8265,7,89,416
50.8363,7,89,416
50.8491,7,89,416
50.8504,7,89,416
50.8814,7,89,416
50.8982,7,89,416
50.9249,8,89,417
50.9271,8,89,417
50.9335,9,90,417
50.9341,8,90,417
50.9357,8,90,417
50.9402,9,90,418
50.9483,9,90,418
50.9584,9,90,418
50.9698,10,90,419
50.9756,10,90,419
50.982,10,90,419
50.9842,10,90,419
50.9873,11,90,420
50.9941,11,90,420
51.0081,11,90,420
51.0087,11,90,420
51.0143,11,90,420
51.0223,11,90,420
51.0295,10,90,420
51.0375,10,90,420
51.0516,10,90,420
51.0753,10,90,420
51.0798,10,90,420
51.0804,10,90,420
51.0848,10,90,420
51.0889,10,90,420
51.0928,10,90,420
51.0991,10,90,420
51.1011,10,90,420
51.1141,10,90,420
51.1517,10,90,420
51.1706,10,90,420
51.1738,10,90,420
51.1742,10,90,420
51.1743,10,90,420
51.1745,10,90,420
51.2032,10,90,420
51.2039,10,90,420
51.2063,10,90,420
51.2081,10,90,420
51.2229,10,90,420
51.2269,11,90,421
51.2494,11,90,421
51.2544,11,90,421
51.2554,11,90,421
51.2605,10,90,421
51.2624,9,90,421
51.2651,10,90,422
51.2667,9,90,422
51.2779,9,90,422
51.292,10,90,423
51.2938,10,90,423
51.3135,9,90,423
51.3297,9,90,423
51.3534,9,90,423
51.373,9,90,423
51.3878,9,90,423
51.4065,9,90,423
51.4295,9,90,423
51.4415,9,90,423
51.4466,9,90,423
51.4611,10,90,424
51.4652,10,90,424
51.4897,10,90,424
51.4992,10,90,424
51.5056,10,90,424
51.5087,10,90,424
51.5098,10,90,424
51.5104,10,90,424
51.5117,10,90,424
51.5737,10,90,424
51.5864,9,90,424
51.5906,9,90,424
51.6023,9,90,424
51.6105,9,90,424
51.6155,9,90,424
51.6281,9,90,424
51.637,9,90,424
51.6574,9,90,424
51.6613,9,90,424
51.668,9,90,424
51.6996,9,90,424
51.705,9,90,424
51.7311,9,90,424
51.7393,9,90,424
51.7494,9,90,424
51.7594,9,90,424
51.7613,9,90,424
51.7681,9,90,424
51.7828,9,90,424
51.7864,10,91,424
51.7939,10,91,424
51.8081,10,91,424
51.8113,10,91,424
51.8228,10,91,424
51.854,10,91,424
51.8689,10,91,424
51.8709,11,91,425
51.8869,11,91,425
51.8928,11,91,425
51.9032,11,91,425
51.9041,11,91,425
51.9308,10,91,425
51.9308,10,91,425
51.9467,11,92,425
51.9468,11,92,425
51.9542,10,92,425
51.9604,10,92,425
51.9644,10,92,425
51.9727,9,92,425
51.9731,9,92,425
51.9869,9,92,425
51.9871,8,92,425
51.9968,8,92,425
51.9981,8,92,425
52,9,93,425
52.0071,10,94,425
52.0114,10,94,425
52.0164,10,94,425
52.0434,10,94,425
52.0436,10,94,425
52.0695,10,94,425
52.073,10,94,425
52.074,10,94,425
52.0873,10,94,425
52.0921,10,94,425
52.1058,10,94,425
52.1128,10,94,425
52.1172,9,94,425
52.1476,9,94,425
52.1512,9,94,425
52.1538,9,94,425
52.1599,9,94,425
52.1678,9,94,425
52.1698,10,94,426
52.1711,10,94,426
52.2041,10,94,426
52.2171,10,94,426
52.2222,10,94,426
52.2233,10,94,426
52.2365,10,94,426
52.2497,10,94,426
52.2575,10,94,426
52.2606,10,94,426
52.2664,10,94,426
52.2796,10,94,426
52.2843,10,94,426
52.2917,11,94,427
52.2927,11,94,427
52.3026,11,94,427
52.3219,11,94,427
52.3362,11,94,427
52.3585,11,94,427
52.3617,11,94,427
52.3618,11,94,427
52.3719,11,94,427
52.3776,11,94,427
52.3779,11,94,427
52.4,11,94,427
52.4188,11,94,427
52.4195,11,94,427
52.4239,11,94,428
52.4434,11,94,428
52.4451,11,94,428
52.4526,11,94,428
52.4538,11,94,428
52.4641,11,94,428
52.468,11,94,428
52.4749,11,94,428
52.4759,10,94,428
52.4778,11,95,428
52.481,11,95,428
52.4855,11,95,428
52.5033,11,95,428
52.5048,10,95,428
52.5185,10,95,428
52.5233,10,95,428
52.5276,10,95,428
52.528,10,95,428
52.5282,11,95,429
52.5539,11,95,429
52.5706,10,95,429
52.5721,10,95,429
52.588,9,95,429
52.5895,9,95,429
52.5914,9,95,429
52.5918,9,95,429
52.5947,9,95,429
52.6234,8,95,429
52.6274,8,95,429
52.6313,8,95,429
52.6396,8,95,429
52.6408,8,95,429
52.6494,8,95,429
52.6612,9,96,429
52.668,9,96,429
52.6684,9,96,429
52.6693,9,96,429
52.6718,9,96,429
52.6827,9,96,429
52.6847,9,96,429
52.687,10,96,430
52.6876,10,96,430
52.6925,10,96,430
52.6955,10,96,430
52.7073,10,96,430
52.7236,10,96,430
52.7281,10,96,430
52.7309,10,96,430
52.766,9,96,430
52.7792,9,96,430
52.7846,8,96,430
52.7867,8,96,430
52.797,8,96,430
52.7989,8,96,430
52.8094,8,96,430
52.8108,8,96,430
52.8134,8,96,430
52.8174,9,96,431
52.8246,8,96,431
52.8387,8,96,431
52.8521,8,96,431
52.8541,8,96,431
52.8882,8,96,431
52.8895,8,96,431
52.892,8,96,431
52.9129,8,96,431
52.9194,7,96,431
52.9194,7,96,431
52.9267,7,96,431
52.9303,7,96,431
52.9389,8,96,432
52.946,8,96,432
52.9663,8,96,432
52.9742,8,96,432
52.9773,9,96,433
53.0135,9,96,433
53.0224,9,96,433
53.0329,9,96,433
53.0419,8,96,433
53.0603,8,96,433
53.0649,7,96,433
53.0704,7,96,433
53.0881,7,96,433
53.1059,7,96,433
53.1131,7,96,433
53.1216,8,96,434
53.1304,8,96,434
53.1448,8,96,434
53.1494,8,96,434
53.1564,7,96,434
53.1578,7,96,434
53.1583,7,96,434
53.1724,7,96,434
53.173,7,96,434
53.1858,7,96,434
53.1864,7,96,434
53.2001,7,96,434
53.2161,7,96,434
53.2198,7,96,434
53.2224,7,96,434
53.2475,7,96,434
53.2582,7,96,434
53.2614,7,96,434
53.2698,7,96,434
53.288,7,96,434
53.2999,7,96,434
53.3026,7,96,434
53.3169,7,96,434
53.3317,7,96,434
53.3325,7,96,434
53.3387,7,96,434
53.3571,7,96,434
53.3702,7,96,434
53.3804,7,96,434
53.382,7,96,434
53.3942,8,96,435
53.4134,8,96,435
53.4143,9,96,436
53.4299,9,96,436
53.452,9,96,436
53.4539,9,96,436
53.503,9,96,436
53.531,10,96,437
53.5333,10,96,437
53.5553,11,96,438
53.5588,11,96,438
53.5753,10,96,438
53.5884,10,96,438
53.5888,10,96,438
53.5935,10,96,438
53.5952,9,96,438
53.6221,9,96,438
53.6259,9,96,438
53.6307,8,96,438
53.6329,8,96,438
53.6372,8,96,438
53.6449,8,96,438
53.65,9,96,439
53.6683,9,96,439
53.6951,9,96,439
53.6995,9,96,439
53.7116,9,96,439
53.7327,9,96,439
53.7392,10,96,440
53.7402,11,96,441
53.7406,11,96,441
53.7408,11,96,441
53.7414,11,96,441
53.763,11,96,441
53.7695,11,96,441
53.7915,11,96,441
53.7972,11,96,441
53.818,11,96,441
53.84,11,96,441
53.8512,11,96,441
53.8548,11,96,441
53.8579,10,96,441
53.8611,10,96,441
53.8838,10,96,441
53.8879,10,96,441
53.8891,10,96,441
53.9012,10,96,441
53.9249,10,96,441
53.931,9,96,441
53.9316,9,96,441
53.9476,9,96,441
53.9675,9,96,441
53.968,10,96,442
53.9775,9,96,442
54.0411,9,96,442
54.0541,9,96,442
54.077,10,97,442
54.0806,10,97,442
54.0978,10,97,442
54.104,10,97,442
54.1124,10,97,442
54.1145,10,97,442
54.125,10,97,442
54.1276,9,97,442
54.1304,8,97,442
54.1459,8,97,442
54.1535,9,97,443
54.1537,8,97,443
54.1585,8,97,443
54.1642,8,97,443
54.1771,8,97,443
54.1903,8,97,443
54.1908,8,97,443
54.201,8,97,443
54.208,8,97,443
54.2127,8,97,443
54.2269,8,97,443
54.2484,8,97,443
54.2688,8,97,443
54.2722,8,97,443
54.2838,8,97,444
54.2842,8,97,444
54.2888,8,97,444
54.3045,9,97,445
54.3089,9,97,445
54.3221,9,97,446
54.3309,9,97,446
54.3387,10,97,447
54.343,10,97,447
54.3591,10,97,447
54.3651,10,97,447
54.3702,10,97,447
54.3955,10,97,447
54.4206,10,97,447
54.4425,10,97,447
54.4504,9,97,447
54.4608,9,97,447
54.4769,9,97,447
54.4788,9,97,447
54.4803,10,98,447
54.5008,10,98,447
54.5052,9,98,447
54.5218,9,98,447
54.5244,9,98,447
54.5483,9,98,447
54.5483,8,98,447
54.5528,8,98,447
54.5617,8,98,447
54.5715,7,98,447
54.5743,7,98,447
54.5864,7,98,447
54.5902,7,98,447
54.5916,7,98,447
54.5962,8,98,448
54.6079,8,98,448
54.615,8,98,448
54.633,8,98,448
54.6398,8,98,448
54.6642,8,98,448
54.6704,9,98,449
54.6726,10,99,449
54.6734,10,99,449
54.6757,10,99,449
54.6761,11,99,450
54.6793,11,99,450
54.6809,11,99,450
54.6879,11,99,450
54.7027,12,99,451
54.7112,13,100,451
54.7161,13,100,451
54.7212,13,100,451
54.7282,13,100,451
54.7415,13,100,451
54.7429,13,100,452
54.7529,13,100,452
54.7562,13,100,452
54.7612,13,100,452
54.7757,13,100,452
54.7865,13,100,452
54.791,13,100,452
54.7924,13,100,452
54.8039,13,100,452
54.8349,13,100,452
54.8482,13,100,452
54.8488,13,100,452
54.8598,13,100,452
54.8742,13,100,452
54.8749,13,100,452
54.8765,13,100,452
54.9185,13,100,452
54.9196,13,100,452
54.9246,12,100,452
54.9276,12,100,452
54.9303,12,100,452
54.9404,12,100,452
54.9447,12,100,452
54.9475,12,100,452
54.9602,12,100,452
54.9702,12,100,452
54.9807,12,100,452
54.9936,12,100,452
54.9988,12,100,452
55.0022,12,100,452
55.0159,12,100,452
55.0248,13,100,453
55.0315,13,100,453
55.0357,13,100,453
55.0378,13,100,453
55.0403,13,100,453
55.0485,13,100,453
55.0835,13,100,453
55.1002,13,100,453
55.1061,13,100,453
55.1078,13,100,453
55.1282,13,100,453
55.1417,13,100,453
55.1455,13,100,453
55.146,13,100,453
55.1569,13,100,453
55.1707,13,100,453
55.1759,12,100,453
55.1954,12,100,453
55.1985,12,100,453
55.2011,12,100,453
55.2049,12,100,453
55.2103,12,100,453
55.223,12,100,453
55.231,12,100,453
55.2319,12,100,453
55.2691,11,100,453
55.2805,12,101,453
55.2862,11,101,453
55.3163,11,101,453
55.3186,11,101,453
55.3246,11,101,453
55.3513,11,101,453
55.3518,10,101,453
55.3524,10,101,453
55.3568,10,101,453
55.367,10,101,453
55.3796,10,101,453
55.3909,10,101,453
55.4075,10,101,453
55.4181,10,101,453
55.4213,10,101,453
55.425,10,101,453
55.4302,10,101,453
55.4384,10,101,453
55.441,10,101,453
55.4437,10,101,453
55.4484,10,101,453
55.4628,9,101,453
55.4629,9,101,453
55.4884,9,101,453
55.4885,9,101,453
55.4888,9,101,453
55.4955,9,101,453
55.4957,8,101,453
55.5019,9,101,454
55.502,9,101,454
55.515,9,101,454
55.5235,9,101,454
55.5385,9,101,454
55.5493,10,101,455
55.5542,10,101,455
55.5548,10,101,455
55.5575,10,101,455
55.5668,10,101,455
55.5943,10,101,455
55.6145,11,101,456
55.6289,11,101,456
55.6411,11,101,456
55.6574,12,101,457
55.6682,12,101,457
55.7081,12,101,457
55.7113,12,101,457
55.7113,12,101,457
55.7186,12,101,457
55.7296,13,101,458
55.7319,13,101,458
55.7368,12,101,458
55.7375,12,101,458
55.7415,12,101,458
55.7448,12,101,458
55.7592,11,101,458
55.7656,11,101,458
55.7705,11,101,458
55.7711,11,101,458
55.7752,11,101,458
55.7756,11,101,458
55.7849,11,101,458
55.7859,11,101,458
55.7898,11,101,458
55.8014,11,101,459
55.8024,11,101,459
55.8209,11,101,459
55.8214,11,101,459
55.8258,11,101,459
55.8298,10,101,459
55.8429,10,101,459
55.8436,10,101,459
55.8436,10,101,459
55.8556,10,101,459
55.8564,10,101,459
55.8595,10,101,459
55.8644,10,101,459
55.8656,10,101,459
55.8675,10,102,459
55.8716,10,102,459
55.8719,10,102,459
55.8747,10,102,459
55.8817,10,102,459
55.9116,10,102,459
55.9302,10,102,459
55.9336,10,102,459
55.9361,10,102,459
55.939,10,102,459
55.9436,10,102,459
55.9659,10,102,459
55.9703,10,102,459
55.9706,10,102,459
55.9725,10,102,459
55.9748,10,102,459
55.9847,10,102,459
56.0082,11,102,460
56.0123,11,102,460
56.0134,12,102,461
56.0155,11,102,461
56.019,11,102,461
56.0277,11,102,461
56.0326,11,102,461
56.0393,11,102,461
56.0422,11,102,461
56.0423,11,102,461
56.0482,11,102,461
56.0493,11,102,461
56.0535,10,102,461
56.0576,10,102,461
56.0645,10,102,461
56.0721,10,102,461
56.0855,10,102,461
56.0875,10,102,461
56.0879,10,102,461
56.0917,10,102,461
56.099,10,102,461
56.103,10,102,461
56.1033,10,102,461
56.1065,11,102,462
56.1134,11,102,462
56.1206,11,102,462
56.1249,11,102,462
56.1251,11,102,462
56.1264,11,102,462
56.1306,11,102,462
56.1347,11,102,462
56.1359,11,102,462
56.1387,11,102,462
56.1687,11,102,462
56.1857,11,102,462
56.1866,11,102,462
56.1886,11,102,462
56.1977,11,102,462
56.2,10,102,462
56.2112,11,102,463
56.2185,11,102,463
56.2188,11,102,463
56.2292,11,102,463
56.2384,11,102,463
56.244,11,102,463
56.2446,11,102,463
56.2629,11,102,463
56.2707,10,102,463
56.2729,9,102,463
56.2778,9,102,463
56.2835,9,102,463
56.296,10,102,464
56.3185,10,102,464
56.3222,10,102,464
56.3233,10,102,464
56.3262,10,102,464
56.3382,10,102,464
56.3476,9,102,464
56.3504,9,102,464
56.3798,9,102,464
56.383,9,102,464
56.3915,9,102,464
56.4036,9,102,464
56.4053,9,102,464
56.4105,9,102,464
56.4148,8,102,464
56.4223,8,102,464
56.4403,7,102,464
56.4408,7,102,464
56.4646,7,102,464
56.4785,7,102,464
56.4795,7,102,464
56.4825,8,102,465
56.4829,8,102,465
56.4894,7,102,465
56.4926,8,102,466
56.5045,8,102,466
56.5173,9,103,466
56.5207,10,104,466
56.5306,10,104,466
56.5363,10,104,466
56.5478,10,104,466
56.5641,10,104,466
56.5718,10,104,466
56.5732,10,104,466
56.5813,10,104,466
56.5918,9,104,466
56.5949,9,104,466
56.6012,9,104,466
56.621,9,104,466
56.627,9,104,467
56.6344,9,104,467
56.6381,9,104,467
56.6397,9,104,467
56.6472,9,104,467
56.6506,9,104,467
56.6508,10,104,468
56.6656,10,104,468
56.6665,10,104,468
56.6893,10,104,468
56.6946,10,104,468
56.6988,10,104,468
56.7191,10,104,468
56.7253,10,104,468
56.7321,10,104,468
56.7456,10,104,468
56.7685,9,104,468
56.7726,9,104,468
56.7852,9,104,468
56.7859,9,104,468
56.7954,9,104,468
56.8085,9,104,468
56.8118,9,104,468
56.8364,9,104,468
56.8397,9,104,468
56.8637,9,104,468
56.8688,10,104,469
56.872,10,104,469
56.8818,10,104,469
56.8835,11,104,470
56.8845,11,104,470
56.8969,11,104,470
56.9013,11,104,470
56.9108,11,104,470
56.92,10,104,470
56.9233,9,104,470
56.9241,9,104,470
56.9354,9,104,470
56.9392,9,104,470
56.9546,9,104,470
56.9598,9,104,470
56.961,9,104,470
56.9714,10,104,471
56.9947,10,104,471
57.0076,10,104,471
57.0078,9,104,471
57.0093,9,104,471
57.0504,9,104,471
57.0624,9,104,471
57.0697,9,104,471
57.0734,9,104,471
57.0781,9,104,471
57.0787,9,104,471
57.0811,9,104,471
57.0911,8,104,471
57.1046,8,104,471
57.1068,7,104,471
57.1071,7,104,471
57.1191,8,104,472
57.1314,8,104,472
57.1452,9,104,473
57.1543,9,104,473
57.161,9,104,473
57.1885,9,104,473
57.1897,9,104,473
57.2186,9,104,473
57.2231,9,104,473
57.2381,8,104,473
57.2543,9,104,474
57.2697,9,104,474
57.27,9,104,474
57.2738,9,104,474
57.278,9,104,474
57.2831,9,104,474
57.2834,9,104,474
57.2846,9,104,474
57.2899,9,104,475
57.2912,9,104,475
57.3011,9,104,475
57.3298,9,104,475
57.3305,9,104,475
57.3315,9,104,475
57.3348,9,104,475
57.3429,9,104,475
57.3781,9,104,475
57.3796,9,104,475
57.3814,9,104,475
57.3887,9,104,475
57.3958,9,104,475
57.3991,9,104,475
57.3997,10,104,476
57.412,10,104,476
57.4147,10,104,476
57.4268,10,104,476
57.4632,10,104,476
57.4874,10,104,476
57.5015,10,104,476
57.5159,10,104,476
57.5185,10,104,476
57.53,10,104,476
57.5301,10,104,476
57.5393,11,104,477
57.5472,10,104,477
57.5474,9,104,477
57.5531,9,104,477
57.5688,9,104,477
57.5718,9,104,477
57.5763,9,104,477
57.5936,9,104,477
57.5946,9,104,477
57.6138,9,104,477
57.6186,9,104,477
57.6245,9,104,477
57.6369,9,104,477
57.6378,9,104,477
57.6463,9,104,477
57.6495,9,104,477
57.6699,9,104,477
57.6743,9,104,477
57.6962,9,104,477
57.7074,9,104,477
57.7223,9,104,477
57.7229,9,104,477
57.7256,9,104,477
57.7374,9,104,477
57.7419,9,104,477
57.7643,9,104,477
57.7755,10,104,478
57.7968,10,105,478
57.8026,10,105,478
57.831,10,105,478
57.8315,9,105,478
57.8363,9,105,478
57.8641,8,105,478
57.873,8,105,478
57.8792,8,105,478
57.8831,8,105,478
57.8841,8,105,478
57.8952,8,105,478
57.9047,8,105,478
57.9063,8,105,478
57.9265,8,105,478
57.936,8,105,478
57.9407,8,105,478
57.9517,8,105,478
57.9579,8,105,478
57.9591,8,105,478
58.002,8,105,478
58.0048,8,105,478
58.0173,9,106,478
58.0253,9,106,478
58.037,9,106,478
58.0377,10,106,479
58.0416,10,106,479
58.0537,10,106,479
58.0544,10,106,479
58.0673,10,106,479
58.084,10,106,479
58.101,9,106,479
58.1135,9,106,479
58.1197,9,106,479
58.123,8,106,479
58.1432,8,106,479
58.1472,7,106,479
58.1527,8,106,480
58.1547,8,106,480
58.1578,8,106,480
58.1584,8,106,480
58.1789,8,106,480
58.183,7,106,480
58.1969,7,106,480
58.2036,7,106,480
58.2064,7,106,480
58.2086,7,106,480
58.2128,7,106,480
58.2173,7,106,480
58.2329,7,106,480
58.2362,7,106,480
58.2428,7,106,480
58.2583,7,106,480
58.2642,7,106,480
58.2692,7,106,480
58.2821,7,106,480
58.2936,7,106,480
58.2944,7,106,480
58.3,7,106,480
58.3099,7,106,480
58.3158,7,106,480
58.3226,7,106,480
58.3566,7,106,480
58.3807,7,106,480
58.3855,7,106,480
58.3972,7,106,480
58.4142,7,106,480
58.4235,7,106,480
58.4362,7,106,480
58.441,7,106,480
58.4666,7,106,480
58.4731,8,106,481
58.478,8,106,481
58.4789,8,106,481
58.484,8,106,481
58.4863,8,106,481
58.4967,8,106,481
58.4972,8,106,481
58.4981,8,106,481
58.4988,8,106,481
58.509,8,106,481
58.5286,8,106,481
58.5302,8,106,481
58.5312,8,106,481
58.5526,8,106,481
58.5733,7,106,481
58.5797,7,106,481
58.5832,7,106,481
58.5906,7,106,481
58.6044,7,106,481
58.6105,7,106,481
58.6246,7,106,481
58.6326,7,106,481
58.6586,7,106,481
58.6603,7,106,481
58.6785,7,106,481
58.6871,6,106,481
58.7095,6,106,481
58.7175,6,106,481
58.7241,6,106,481
58.725,6,106,481
58.7251,6,106,481
58.7318,6,106,481
58.7572,6,106,481
58.7629,6,106,481
58.7656,6,106,481
58.7665,7,106,482
58.7672,7,106,482
58.7711,7,106,482
58.7724,7,106,482
58.7729,7,106,482
58.7755,8,106,483
58.8194,8,106,483
58.8194,8,106,483
58.8311,8,106,483
58.8354,8,106,483
58.8377,9,106,484
58.8382,9,106,484
58.847,8,106,484
58.8482,8,106,484
58.8491,7,106,484
58.862,7,106,484
58.8645,7,106,484
58.8763,7,106,484
58.917,7,106,484
58.9194,7,106,484
58.9216,7,106,484
58.9332,6,106,484
58.9414,6,106,484
58.9501,6,106,484
58.9519,5,106,484
58.9629,5,106,484
58.9647,5,106,484
58.9745,5,106,484
58.9942,5,106,484
59.0002,5,106,484
59.0073,5,106,484
59.0195,5,106,484
59.02,5,106,484
59.0305,5,106,484
59.0309,5,106,484
59.0322,5,106,484
59.0541,5,106,484
59.0571,5,106,484
59.0574,5,106,484
59.064,5,106,484
59.0657,5,106,484
59.071,5,106,484
59.0747,5,106,484
59.0858,5,106,484
59.0864,5,106,484
59.096,5,106,484
59.1101,5,106,484
59.1103,5,106,484
59.1179,5,106,484
59.1216,5,106,484
59.1222,5,106,484
59.1291,5,106,484
59.143,6,106,485
59.1435,6,106,485
59.1528,6,106,485
59.1613,6,106,485
59.1773,6,106,485
59.1802,6,106,485
59.1819,6,106,485
59.1911,6,106,485
59.1959,6,106,485
59.2055,7,106,486
59.2271,7,106,486
59.231,7,106,486
59.2364,7,106,486
59.2374,7,106,486
59.2541,7,106,486
59.264,7,106,486
59.2699,7,106,486
59.2756,7,106,486
59.2809,7,106,486
59.2907,6,106,486
59.2951,6,106,486
59.2954,6,106,486
59.3182,6,106,486
59.3192,6,106,486
59.3275,6,106,486
59.3335,6,106,486
59.3382,6,106,486
59.351,6,106,486
59.3535,7,106,487
59.3597,7,106,487
59.3672,7,106,487
59.3676,7,106,487
59.3748,7,106,487
59.3776,7,106,487
59.3912,7,106,487
59.3931,8,106,488
59.3941,8,106,488
59.3957,8,106,488
59.3966,8,106,488
59.397,8,106,488
59.4016,8,106,488
59.4041,8,106,488
59.4104,8,106,488
59.4112,7,106,488
59.4173,7,106,488
59.4292,7,106,488
59.4384,7,106,488
59.4622,7,106,488
59.4637,7,106,488
59.4748,7,106,488
59.4783,6,106,488
59.4943,6,106,488
59.4959,6,106,488
59.498,6,106,488
59.5024,6,106,488
59.5073,6,106,488
59.5084,6,106,488
59.5171,6,106,488
59.5284,6,106,488
59.5296,6,106,488
59.5321,6,106,488
59.5443,6,106,488
59.5464,6,106,488
59.5466,6,106,488
59.5499,6,106,488
59.5578,6,106,488
59.5732,6,106,488
59.5955,6,106,488
59.6007,6,106,488
59.6025,6,106,488
59.6048,6,106,488
59.6111,7,106,489
59.6173,7,106,489
59.6176,7,106,489
59.6315,7,106,489
59.6373,7,106,489
59.6454,7,106,489
59.6464,6,106,489
59.6528,6,106,489
59.6574,6,106,489
59.6583,6,106,489
59.661,5,106,489
59.6644,5,106,489
59.666,5,106,489
59.6665,5,106,489
59.6738,5,106,489
59.6812,5,106,489
59.7048,6,107,489
59.7062,6,107,489
59.7086,6,107,489
59.7092,6,107,489
59.7176,6,107,489
59.7274,6,107,489
59.7391,6,107,489
59.7446,5,107,489
59.7469,5,107,489
59.7562,5,107,489
59.7569,5,107,489
